eng,tamil,pronunciation,synonym
support,ஆதரவு,Ātaravu,"patronage, subscribe, reinforcement, back, sustenance, stand, brook, financial_backing, patronize, endorse, living, endure, indorse, musical_accompaniment, substantiate, keep, confirm, backing, back_up, stomach, supporting, defend, put_up, patronise, funding, accompaniment, backup, documentation, sustain, hold_up, bear_out, abide, underpin, hold, suffer, corroborate, affirm, financial_support, bread_and_butter, tolerate, reenforcement, digest, bear, livelihood, fend_for, plunk_for, support, plump_for, keep_going, stick_out"
supporter,ஆதரவாளர்,Ātaravāḷar,"admirer, supporter, patron, champion, assistant, jock, helper, garter, booster, protagonist, friend, athletic_supporter, help, suspensor, sponsor, jockstrap"
suppose,நினைத்து,Niṉaittu,"theorise, reckon, conjecture, speculate, hypothesise, imagine, opine, hypothecate, suppose, theorize, hypothesize, presuppose, think, say, guess"
supposed,என்று கூறப்படும்,Eṉṟu kūṟappaṭum,"theorise, divinatory, suppositional, supposititious, theorize, hypothecate, say, guess, reckon, suppositious, opine, alleged, suppose, so-called, supposed, conjecture, hypothesise, imagine, speculate, hypothetic, hypothesize, conjectural, think, presuppose, hypothetical"
supreme,உச்ச,Ucca,"sovereign, supreme"
sure,நிச்சயம்,Niccayam,"sure_enough, indisputable, trusted, certain, for_certain, sure, sure_as_shooting, for_sure, certainly, surely"
surely,நிச்சயமாக,Niccayamāka,"sure_enough, for_certain, sure, sure_as_shooting, for_sure, certainly, surely"
surface,மேற்பரப்பில்,Mēṟparappil,"surface, coat, rise, aerofoil, come_out, open, airfoil, show_up, ""Earths_surface"", rise_up, control_surface, come_on, turn_up, come_up"
surgery,அறுவை சிகிச்சை,Aṟuvai cikiccai,"operation, surgical_process, OR, surgery, operating_theater, surgical_procedure, operating_room, surgical_operation, operating_theatre"
surprise,ஆச்சரியம்,Āccariyam,"storm, surprise, surprisal"
surprised,ஆச்சரியமாக,Āccariyamāka,"storm, surprised, surprise"
surprising,ஆச்சரியம்,Āccariyam,"surprising, storm, surprise"
surprisingly,வியக்கத்தக்க,Viyakkattakka,"astonishingly, surprisingly, amazingly"
surround,சுற்றியுள்ள,Cuṟṟiyuḷḷa,"border, smother, environ, palisade, environment, beleaguer, surroundings, surround, fence_in, hem_in, ring, besiege, fence, environs, circumvent, wall, skirt"
survey,கணக்கெடுப்பு,Kaṇakkeṭuppu,"survey, appraise, sight, review, follow, surveil, sketch, go_over, view, study, resume"
survival,சர்வைவல்,Carvaival,"endurance, survival_of_the_fittest, selection, survival, natural_selection"
survive,உயிர் பிழைக்க,Uyir piḻaikka,"hold_out, pull_through, pull_round, survive, go, hold_up, endure, live, exist, make_it, subsist, outlast, come_through, last, live_on, outlive"
survivor,சர்வைவர்,Carvaivar,"survivor, subsister"
suspect,சந்தேக,Cantēka,"distrust, surmise, mistrust, funny, defendant, shady, suspicious, suspect, fishy"
sustain,தொடர்ந்து,Toṭarntu,"substantiate, sustain, keep, keep_up, confirm, get, nourish, nurture, have, maintain, support, hold_up, hold, suffer, corroborate, prolong, affirm"
swear,சத்தியம்,Cattiyam,"verify, bank, blaspheme, depone, assert, trust, avow, swear, aver, rely, depose, affirm, imprecate, curse, swan, cuss"
sweep,ஸ்வீப்,Svīp,"chimneysweep, slam, drag, brush, end_run, broom, tangle, sweep_oar, span, sweep, sail, swing, drag_in, embroil, sweep_up, chimneysweeper, swing_out, expanse, cross, traverse"
sweet,இனிப்பு,Iṉippu,"odorous, sweetly, sweetness, confection, gratifying, dessert, Henry_Sweet, fresh, scented, afters, odoriferous, sweet-smelling, sugared, cherubic, seraphic, unfermented, mellisonant, sweet-scented, angelic, dulcet, sweet, mellifluous, angelical, Sweet, perfumed, sugariness, sweetened, honeyed, sweet-flavored"
swim,நீச்சல்,Nīccal,"drown, swimming, swim, float"
swing,ஸ்விங்,Sviṅ,"lilt, sweep, swing_over, baseball_swing, golf_stroke, golf_shot, swing_out, get_around, jive, swing_music, cut, vacillation, drop, sway, dangle, swinging, swing"
switch,சொடுக்கி,Coṭukki,"electric_switch, exchange, alternate, change_over, electrical_switch, switch_over, substitution, tack, throw, transposition, replacement, swap, interchange, swop, flip, permutation, flip-flop, change, shift, switching, trade, switch"
symbol,சின்னமாக,Ciṉṉamāka,"symbolic_representation, symbolization, symbolisation, symbol"
symptom,அறிகுறி,Aṟikuṟi,symptom
system,அமைப்பு,Amaippu,"system, arrangement, system_of_rules, scheme, organisation, organization"
table,மேசை,Mēcai,"put_off, hold_over, board, defer, put_over, tabularize, tabular_array, prorogue, remit, set_back, tabularise, postpone, mesa, tabulate, table, shelve"
tablespoon,தேக்கரண்டி,Tēkkaraṇṭi,"tablespoonful, tablespoon"
tactic,தந்திரோபாயம்,Tantirōpāyam,"maneuver, tactic, tactics, manoeuvre"
tail,வால்,Vāl,"after_part, tag, butt, trail, bottom, chase_after, bum, arse, shadow, tush, dock, posterior, stern, fundament, rump, derriere, tail_end, can, ass, rear, empennage, buttocks, behind, seat, poop, go_after, tail, fanny, dog, track, hind_end, prat, quarter, buns, shadower, backside, chase, bob, fag_end, tail_assembly, nates, keister, rear_end, hindquarters, tooshie, give_chase"
take,எடுத்து,Eṭuttu,"engage, lease, take, subscribe, submit, contract, issue, have, take_on, bring, film, payoff, lead, take_in, take_aim, aim, take_up, require, proceeds, claim, involve, hire, acquire, withdraw, learn, adopt, convey, demand, remove, get_hold_of, take_away, accept, select, necessitate, ingest, pick_out, pack, look_at, charter, fill, conduct, shoot, admit, ask, assume, call_for, hold, strike, carry, guide, return, consider, need, study, exact, direct, choose, postulate, deal, make, yield, occupy, get, subscribe_to, drive, read, rent, takings, consume, use_up, train, contain"
tale,டேல்,Ṭēl,"story, tale, fib, narration, tarradiddle, taradiddle, narrative"
talent,திறமை,Tiṟamai,"endowment, natural_endowment, gift, talent"
talk,பேச்சு,Pēccu,"verbalise, spill, let_the_cat_out_of_the_bag, public_lecture, peach, babble, verbalize, talk_of_the_town, spill_the_beans, sing, lecture, talking, utter, babble_out, blab, blab_out, tattle, speak, mouth, talk"
tall,உயரமான,Uyaramāṉa,"marvelous, tall, marvellous, improbable, magniloquent, grandiloquent"
tank,தொட்டி,Toṭṭi,"armoured_combat_vehicle, armored_combat_vehicle, tank_car, storage_tank, army_tank, cooler, tankful, tank"
tap,தட்டவும்,Taṭṭavum,"hydrant, pat, spigot, rap, tip, dab, exploit, tap, tapdance, bug, solicit, intercept, strike, wiretap, beg, pink, water_tap, knock, water_faucet"
tape,நாடா,Nāṭā,"tape_recording, magnetic_tape, mag_tape, tape_measure, videotape, record, tapeline, taping, tape"
target,இலக்கு,Ilakku,"direct, place, quarry, prey, butt, point, target, fair_game, target_area, object, objective, aim, mark"
task,பணி,Paṇi,"undertaking, tax, project, labor, chore, job, task"
taste,ருசி,Ruci,"try, gustation, preference, try_out, sample, appreciation, smack, sense_of_taste, taste_sensation, savor, penchant, predilection, perceptiveness, gustatory_modality, gustatory_sensation, discernment, tasting, gustatory_perception, mouthful, taste_perception, savour, taste"
tax,வரி,Vari,"tax, assess, revenue_enhancement, taxation, task"
taxpayer,வரி செலுத்துவோர் ..,Vari celuttuvōr..,taxpayer
tea,தேநீர்,Tēnīr,"afternoon_tea, tea_leaf, teatime, Camellia_sinensis, tea"
teach,போதனை,Pōtaṉai,"teach, learn, Teach, Blackbeard, Edward_Thatch, Edward_Teach, Thatch, instruct"
teacher,ஆசிரியர்,Āciriyar,"teacher, instructor"
teaching,போதனை,Pōtaṉai,"educational_activity, commandment, teach, learn, precept, pedagogy, instruction, education, teaching, instruct, didactics"
team,குழு,Kuḻu,"team, squad, team_up"
tear,கண்ணீர்,Kaṇṇīr,"bout, snap, rupture, rip, bust, snag, pluck, teardrop, shoot_down, deplume, binge, shoot, deplumate, tear, split, displume, buck, rent, pull, charge"
teaspoon,டீஸ்பூன்,Ṭīspūṉ,"teaspoonful, teaspoon"
technical,தொழில்நுட்ப,Toḻilnuṭpa,"expert, technological, technical_foul, proficient, technical"
technique,நுட்பமாகும்,Nuṭpamākum,"proficiency, technique"
technology,தொழில்நுட்பம்,Toḻilnuṭpam,"engineering, engineering_science, applied_science, technology"
teen,டீன்,Ṭīṉ,"teenage, teenager, adolescent, teen, teenaged, stripling"
teenager,டீனேஜர்,Ṭīṉējar,"adolescent, teen, teenager, stripling"
telephone,தொலைபேசி,Tolaipēci,"phone, telephony, telephone, telephone_set, call_up, ring, call"
telescope,தொலைநோக்கி,Tolainōkki,"telescope, scope"
television,தொலைக்காட்சி,Tolaikkāṭci,"TV, television_receiver, tv_set, idiot_box, tv, telecasting, telly, television_system, television_set, boob_tube, goggle_box, video, television"
tell,சொல்லுங்கள்,Colluṅkaḷ,"Tell, say, narrate, recite, recount, tell, state, enjoin, differentiate, tell_apart, William_Tell, secern, secernate, severalize, separate, distinguish, severalise, assure, evidence, order"
temperature,வெப்ப நிலை,Veppa nilai,temperature
temporary,தற்காலிக,Taṟkālika,"temp, temporary_worker, irregular, impermanent, temporary"
ten,பத்து,Pattu,"x, 10, decade, ten, X, ten-spot, tenner"
tend,பின்வருமாறு,Piṉvarumāṟu,"be_given, tend, incline, lean, run"
tendency,போக்கு,Pōkku,"leaning, disposition, inclination, propensity, trend, tendency"
tennis,டென்னிஸ்,Ṭeṉṉis,"lawn_tennis, tennis"
tension,பதற்றம்,Pataṟṟam,"tensity, stress, tautness, latent_hostility, tension, tenseness"
tent,கூடார,Kūṭāra,"encamp, camp, tent, camp_out, bivouac, collapsible_shelter"
term,கால,Kāla,"full_term, terminus, terminal_figure, condition, term"
terms,விதிமுறை,Vitimuṟai,"price, full_term, damage, terms, terminus, footing, terminal_figure, condition, term"
terrible,பயங்கரமான,Payaṅkaramāṉa,"dire, dreadful, wicked, dreaded, unspeakable, painful, fearsome, horrific, fearful, direful, terrible, frightful, awful, frightening, atrocious, tremendous, horrendous, abominable, severe, dread"
territory,பகுதி,Pakuti,"district, territory, territorial_dominion, dominion, soil"
terror,பயங்கரவாத,Payaṅkaravāta,"panic, threat, brat, little_terror, terror, affright, scourge, holy_terror"
terrorism,பயங்கரவாத,Payaṅkaravāta,"terrorist_act, terrorism, act_of_terrorism"
terrorist,பயங்கரவாதிகள்,Payaṅkaravātikaḷ,terrorist
test,சோதனை,Cōtaṉai,"exam, prove, run, try, trial_run, try_out, mental_test, essay, trial, tryout, test, screen, psychometric_test, quiz, mental_testing, examine, examination"
testify,சாட்சியமூறு,Cāṭciyamūṟu,"testify, show, bear_witness, evidence, attest, take_the_stand, prove"
testimony,சாட்சியம்,Cāṭciyam,"testimonial, testimony"
testing,சோதனை,Cōtaṉai,"try, examination, examine, essay, screen, test, quiz, try_out, testing, prove"
text,உரை,Urai,"text, textbook, school_text, schoolbook, text_edition, textual_matter"
than,விட,Viṭa,set()
thank,நன்றி,Naṉṟi,"thank, give_thanks"
thanks,நன்றி,Naṉṟi,"give_thanks, thank, thanks"
that,அந்த,Anta,set()
the,என்று,Eṉṟu,set()
theater,திரையரங்கம்,Tiraiyaraṅkam,"house, dramatics, field_of_operations, theatre, dramaturgy, field, theater_of_operations, theater, dramatic_art, theatre_of_operations"
their,அவர்களது,Avarkaḷatu,set()
them,அவர்களுக்கு,Avarkaḷukku,set()
theme,தீம்,Tīm,"paper, motif, radical, subject, report, idea, stem, root_word, composition, musical_theme, theme, root, melodic_theme, base, topic"
themselves,தங்களை,Taṅkaḷai,set()
then,பிறகு,Piṟaku,"and_so, so, and_then, then"
theory,கோட்பாடு,Kōṭpāṭu,"hypothesis, possibility, theory"
therapy,சிகிச்சை,Cikiccai,therapy
there,அங்கு,Aṅku,"in_that_location, in_that_respect, at_that_place, there, on_that_point, thither"
therefore,ஆகையால்,Ākaiyāl,"so, hence, therefore, thus, consequently, thence"
these,இவை,Ivai,set()
they,அவர்கள்,Avarkaḷ,set()
thick,தடித்த,Taṭitta,"buddy-buddy, loggerheaded, boneheaded, thick-skulled, midst, fatheaded, chummy, slurred, duncish, deep, thickly, dense, blockheaded, compact, thickset, duncical, thick, wooden-headed, thickheaded, heavyset, stocky"
thin,மெல்லிய,Melliya,"lose_weight, slight, flimsy, thinly, thin, slim_down, fragile, slim, slenderize, thin_out, dilute, sparse, cut, slender, lean, melt_off, reduce, tenuous"
thing,விஷயம்,Viṣayam,"affair, matter, thing"
think,யோசி,Yōci,"cerebrate, recollect, remember, think, guess, reckon, intend, opine, suppose, retrieve, recall, call_back, call_up, consider, imagine, believe, conceive, cogitate, mean"
thinking,சிந்தனை,Cintaṉai,"cerebrate, thought, recollect, remember, think, guess, thinking, reckon, intend, intellection, opine, suppose, cerebration, mentation, retrieve, recall, call_back, call_up, consider, imagine, intelligent, believe, conceive, reasoning, thought_process, cogitate, mean"
third,மூன்றாவது,Mūṉṟāvatu,"one-third, third, tierce, tertiary, third_base, thirdly, 3rd, third_gear"
thirty,முப்பது,Muppatu,"thirty, xxx, 30, XXX"
this,இதற்கிடையில்,Itaṟkiṭaiyil,set()
